White;1;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;4;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;0;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;0;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;2;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;0;0;10;10;10;10;0;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;2;3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;0;0;10;10;10;10;10;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;4;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;0;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;1;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;0;0;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
White;2;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;0;0;10;10;10;10;0;0;0;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10
White;1;2;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
